,Sentence,Sentiment
7780,insecticides india q1 profit up 23 per cent at rs 17 4 crore,1
7781,insecticides india q1 up 29 per cent,1
7782,insecticides india q2 declines 12 73 pc to rs 13 84 crore,-1
7783,insecticides india s q4 profit at rs 6 13 crore,0
7784,insecticides is a strong stock deepak mohoni,1
7785,insider case sat rejects ril plea against sebi stock ends in green,1
7786,insider trading on sebi chief sinha s radar,0
7787,insider trading risk management key focus areas for 2014 sebi,0
7788,insider trading sebi slaps notices fines on staff of top corporates like wipro itc m m,-1
7789,insight hires aviva s david hillier for multi asset team,1
7790,instead elcoteq has signed a non binding letter of intent with another asian strategic investor,1
7791,institutional buying necessary for markets to move higher focus on smallcap stocks ashwani gujral,1
7792,institutional investors buy hdfc warrants in hordes bet prices to rise quicker than shares,1
7793,institutional investors cut their exposure on ranbaxy stock,-1
7794,insurance bill is not a game changer p phani sekhar angel broking,0
7795,insurance bill will not benefit insurance companies immediately deepak shenoy,0
7796,insurance companies raise holdings in equities as markets correct,0
7797,insurance companies rally up to 7 as government clears insurance bill,1
7798,insurance policies should be simple,0
7799,insurance stocks pare gains after 7 gains here s why rally couldn t sustain,1
7800,insurance stocks surge on hopes of fdi limit hike,1
7801,insurance stocks surge up to 15 rally to not sustain as positives of bill priced in,1
7802,insurer axa par cs slid by 5 35 to eur 14 15 after citigroup and ing slashed their targets on the stock,-1
7803,insurer axa par cs slid by 5 35 to eur 14 15 after citigroup and ing slashed their targets on the stock,0
7804,insurer old mutual picks standard bank s hemphill as new ceo,0
7805,insurers in limbo over tagging of idfc bonds as irda hasn t issued any direction,0
7806,insurers admiral blows hot and cold but aviva soars pre friends life merger,0
7807,intel could rise 30 per cent over next two years report,1
7808,intel reports lower 1q income higher revenue,-1
7809,intelenet to delist sparsh bpo to avoid conflict of interest,0
7810,intellisync wireless email from nokia is a full featured wireless e mail solution that connects users to their e mail calendar contacts notes and task lists while away from the office according to the company,0
7811,intercontinental hotels denies reports of starwood merger talks,0
7812,intercontinental hotels group share price climbs on 1 5bn special dividend,1
7813,intercontinental hotels first quarter global room revenue lags estimates,-1
7814,interglobe aviation best bet in aviation can rally up to 20 in 6 months p phani sekhar,1
7815,interglobe aviation makes decent debut surges 17 on bse,1
7816,interglobe aviation to list its shares tomorrow,0
7817,interglobe aviation s rs 3 018 crore ipo over subscribed by two times on day 3,1
7818,interglobe may slip into losses if fuel cost exceeds 44 of top line daljeet singh kohli,-1
7819,interglobe on a high other airline stocks also gain,1
7820,interglobe deep inds kec intl among 34 stocks that have hit fresh 52 week highs today,1
7821,interest heats up for yahoo yhoo the wall street journal https t j5jvji9bia,1
7822,interest in fmcg limited bias towards high beta stocks gautam trivedi,0
7823,interest is returning to the large caps deepak mohoni,1
7824,interim budget 2014 excise duty cuts across auto segment roll in but investors still wary,-1
7825,interim budget 2014 oil subsidy payments postponed to next fiscal investors should keep a watch on lowering of subsidies,0
7826,interim budget impact markets get a boost ratings cut worry ebbs,1
7827,interim resistance for eur usd around 1 3840,0
7828,international energy agency sees bear oil market as stocks balloon,-1
7829,international energy agency sees low oil prices until 2020,-1
7830,international finance corporation raises 100 million in maiden onshore maharaja bonds,1
7831,international monetary fund should regulate global central banks raghuram rajan,0
7832,international business likely to weigh on bharti airtel for some time nitin raheja,-1
7833,international operations accounted for over 80 of sales,0
7834,international sales rose by 59 8 to eur 1 244 4 mn,1
7835,intertek group announces strategic update outlining its plan,0
7836,intertek swings to â£347 mln loss on oil s slump,-1
7837,intraday trades indicate markets likely to bounce back mitesh thacker,1
7838,intuitive surgical isrg is in a great financial position take a look https t vahhjacbfg https t 24hqtqx4ou,1
7839,invest in cement stocks ashwani gujral,1
7840,invest in sharda chropchem from a long term perspective sudip bandyopadhyay,1
7841,invest in stocks of companies with high pricing power matthews asia,0
7842,investigators turn bankers into informants in forex probe wsj,0
7843,investment banker manish chokhani to head tpgs india se asia play,0
7844,investment management and investment advisory services are the company s sole line of business,0
7845,investments are not disclosed,0
7846,investments in debt free companies like itc hindustan unilever and voltas pay off for investors,1
7847,investments in infra stocks can wait il fs,0
7848,investments in product development stood at 6 0 mln euro 8 8 mln,0
7849,investments span across various product and investment types including retail hospitality office and residential with interests in real estate portfolios non performing loans and corporate restructurings,0
7850,investments through p notes into indian markets rise to 26 billion in august,1
7851,investments via p notes dropped to rs 2 36 lakh crore in december,-1
7852,investments will be back in sugar stocks anagram capital,1
7853,investor accounts at nsdl cdsl cross 2 crore,0
7854,investor confidence to be back with infosys gaurang shah,1
7855,investor fears on end of easy money right absolutely says jp morgan,0
7856,investor flight from us stocks fails to lift bond market,-1
7857,investor sentiment on tech goes from giddy to glum,-1
7858,investor sentiment will turn in favour of rupee chidambaram,1
7859,investor should focus on equipment manufacturers rather than telecom players avinash gorakshekar anagram capital ltd,1
7860,investor wealth zooms rs 1 lakh cr as markets cheer fed comment,1
7861,investors remain skeptical about she will bg deal,-1
7862,investors can expect long term returns of as high as 30 from nifty,1
7863,investors can give a miss to edible oil company ncml industrie ipo,-1
7864,investors can remain in quality stock like l t edelweiss,1
7865,investors can use intraday dips to buy into markets mitesh thacker,1
7866,investors cheer portuguese bank rescue,1
7867,investors dump higher oil bets as prices fall intercontinentalexchange,-1
7868,investors fret yahoo future stock dips,-1
7869,investors hopeful of government reviving tax free bonds,0
7870,investors lap up sbi bonds again issue subscribed three times,1
7871,investors may not gain much from new structure of crompton greaves,0
7872,investors on sidelines ahead of us holiday ecb meeting,0
7873,investors pick stocks of auto companies focused on india skip exporters,0
7874,investors root for narendra modi india toast of bric nations,0
7875,investors see growth in stocks shunning russia,0
7876,investors sell old tax free bonds to put money in new,0
7877,investors should avoid power sector till the lok sabha elections g chokkalingam equinomics,-1
7878,investors should be judicious in the it space ajay bodke,0
7879,investors should be wary of cyclicals even if narendra modi wins,-1
7880,investors should go for judicious mix of defensives and cyclicals ajay bodke,0
7881,investors should opt for higher exposure to psu banks kunj bansal,1
7882,investors should tread carefully in midcaps ahead of results,0
7883,investors take cover amid russia crisis oil slide,-1
7884,investors turn focus to proxy benchmark government bond maturing in 2028,0
7885,investors will be overweight on equities in long term,1
7886,investors will continue being interested in the company s share although it is not quite cheap affarsvarlden said,1
7887,invetsors asset managers keep faith in nestle despite maggi row,1
7888,ionphase s second major owner is venture capital firm aura capital,0
7889,ipca laboratories fy 11 profit up 28 to rs 262 82 crore,1
7890,ipca laboratories q1 up 67 per cent at rs 71 77 crore,1
7891,ipca labs q2 nosedives 81 to rs 12 crore,-1
7892,ipca labs tumbles 10 6 per cent on credit suisse downgrade,-1
7893,ipca to give good returns on us and domestic trade traction manish sonthalia,1
7894,ipca indoco remedies attractive in pharma space sudip bandyopadhyay,1
7895,iran n deal lifts d street sentiment sensex rallies over 400 pts nifty above 6 100,1
7896,iran deal fires sensex 388 points how it benefits india,1
7897,iran drops crude price to 3 year low in fight for asia market share,-1
7898,iraq boils over sensex crashes rupee slumps,-1
7899,iraq fears hit european shares german bond yields fall,1
7900,iraq jitters hit european shares german bond yields slip,1
7901,iraqi turmoil hits turkish assets emerging markets lacklustre,-1
7902,ircon declares rs 64 crore dividend for 2011 12,0
7903,irda stops ige j k bank from subscribing to metlife issue,0
7904,irdai seeks revised business plans from three public insurance companiesetbfsiinsurance sector regulator irdai has sought revised business plans from three state owned general insurance companies national insurance company ltd united india insurance company ltd and oriental insurance company ltd that are facing financial issues a top official said the three state owned general insurance players will have to meet certain regulatory milestones set by the regulator to be able to get fund infusion irdai member non life t m alamelu said on thursday for these three public sector general insurance companies we have asked for revised business plans the fund infusion would depend on their compliance with certain milestones we have laid out so that there is a calibrated way of coming out of this situation alamelu told reporters she along with insurance regulatory and development authority of india chairman debasish panda and other senior officials met ceos and other key officials of life general health insurers and reinsurers in mumbai irdai chairman said the government has asked for some information on state owned general insurance companies from irdai and the same has been shared with them the government is very much aware of the present financials of insurance companies the regulator has given some forbearance with the advice also that may be they have to infuse more capital in order to perform better panda said recently in the third batch of supplementary demands for the current fiscal year the government had sought rs 5 000 crore for the recapitalisation of four public sector general insurance companies weirdai chairman said the government has asked for some information on state owned general insurance companies from irdai and the same has been shared with them,-1
7905,irdai weighs proposal to privatise insurance information bureauagenciesthere is a view in the insurance industry that iib has not been able to achieve its full potential in absence of an independent and sustainable revenue model said another executive aware of the matter insurance regulator is examining the recommendations of a committee that has suggested privatisation of the insurance information bureau or iib the committee set up by the insurance regulatory and development authority of india or irdai has said that iib should be turned into a private company owned and operated by the insurance industry with legislative backing said two executives aware of the matter all recommendations are under consideration said the first executive explaining that a privatised bureau will help in maintaining the supply of quality data and further make it a profitable business entity privatisation of iib will ensure that it explores new areas of operation provides better service to the insurance industry and has an attractive revenue model for itself he said adding that the recommendations were submitted last month set up in 2009 as an advisory body iib collects transactional data from insurers for different lines of business and produces periodical reports for the benefit of stakeholders in the insurance industry it was converted into an independent society in 2012 there is a view in the insurance industry that iib has not been able to achieve its full potential in absence of an independent and sustainable revenue model said another executive aware of the matter set up in 2009 as an advisory body iib collects transactional data from insurers for different lines of business and produces periodical reports for the benefit of stakeholders in the insurance industry it was converted into an independent society in 2012,1
7906,ireda sanctions highest ever loan of about rs 24k cr in 2021 22thinkstock photosrepresentative imagestate owned indian renewable energy development agency has recorded its highest ever loan sanction of rs 2 3921 06 crore and disbursement of around rs 16 070 82 crore in 2021 22 indian renewable energy development agency ltd ireda the largest dedicated lender of renewable energy in india ended fy2021 22 with its best ever performance to date ireda has achieved the highest ever loan sanctions of around rs 23 921 06 crore and loan disbursements of around rs 16 070 82 crore a company statement said ireda chairman managing director pradip kumar das in his interaction with employees highlighted that ireda has achieved major milestones in 2021 22 even though the year saw the second and third waves of the covid 19 pandemic along with the ongoing globally tense situations ireda is fully equipped as an implementing agency for the additional allocation of rs 19 500 crore for the pli production linked incentive scheme for the manufacturers of high efficiency solar modules announced in budget 2022 the loan sanctions of the company were the highest ever at rs 23 921 crore in fy 2021 22 up 117 per cent from rs 11 001 crore in fy 2020 21 similarly the loan disbursements were at a record high of rs 16 071 crore in fy 2021 22 82 per cent higher than rs 8 827 crore in fy 2020 21 the npa reduced by around 41 per cent to 3 29 per cent in fy 2021 22 from 5 61 per cent in fy 2020 21 the worth increased by 67 per cent to rs 4 989 crore in fy 2021 22 from rs 2 995 crore in fy2020 21 the loan book grew by about 22 per cent to rs 34 000 crore in fy2021 22 from rs 27 854 crore in 2020 21 the company supported re renewable energy capacity installation of 29 48 gw ending march 2022 which is around 28 per cent of installed re capacity in india 106 37 gw ending february 2022 weireda chairman managing director pradip kumar das in his interaction with employees highlighted that ireda has achieved major milestones in 2021 22 even though the year saw the second and third waves of the covid 19 pandemic along with the ongoing globally tense situations,1
7907,irish said chasing standard chartered rbs as brexit vote nears,1
7908,irish housebuilder cairn homes plans london listing,1
7909,iron ore eyes longest weekly losing streak since 2012,-1
7910,iron ore hits 19 mth low as supply overwhelms shanghai rebar down 3rd day,1
7911,iron ore steadies at highest level on decline in raw material stocks,0
7912,iron ore upswing may not last as china mulls raise in output,-1
7913,is facebook s user engagement falling https t tqmmt7n16x fb https t sedqrwgdkt,-1
7914,is it worth investing in tesco plc and prudential plc now,1
7915,is trouble brewing at legal general group plc and aviva plc,-1
7916,is wall street set to witness deal making rivaling the dot bubble time,0
7917,is gold a safe haven for investors in india,0
7918,is the damage over on bank nifty strategies to tide over weakness,-1
7919,is this a good time to purchase gold jewellery,0
7920,ishtitmar to convert spicejet bonds sell shares,-1
7921,iso omena is based in the matinkyla district of the southern part of the city of espoo southern finland,0
7922,isolationism another sell rating sell ratings on spy qqq iwm and several companies https t 6nkwecrba5 aapl axp bac blue fxe,-1
7923,isolationism another sell rating sell ratings on spy qqq iwm and several companies https t j35fnnx744 aapl apple axp bac,-1
7924,israel shekel at 3 year high on israel hamas truce hopes,1
7925,israeli cable network operator hot telecom has chosen teleste an international technology group as its exclusive provider of fttx equipment in israel according to teleste today,1
7926,it s finger friendly and to my opinion really fast,0
7927,it s even a little bit higher than yara s multiples on itself an analyst in helsinki said,0
7928,it s not,0
7929,it s very difficult to become a google analytics channel partner,0
7930,it also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008,0
7931,it also has potential clients in the growing environmental and recycling technology sectors,0
7932,it also has strong assets in electronic media employing 18 500 an increase of 9 percent on last year,1
7933,it also includes the installation of new equipment training and start up services as well as service work of the shoe press delivered by vaahto in 2001,0
7934,it also recovers valuable raw material for kemira s water chemical production,0
7935,it also said its third quarter diluted eps came in at 0 34 eur compared with 0 16 eur in the same quarter a year ago,1
7936,it also turned in earnings per share eps of eur 0 44 versus loss per share of eur 2 26,1
7937,it also turned to earnings per share eps of eur 0 08 versus loss per share of eur 0 04,1
7938,it appears from statistics of the technical surveillance authority that customers who switch service providers mostly transfer their numbers to elisa s network,0
7939,it combines a perfect price performance with sophisticated management facilities the company said,1
7940,it comes complete with an lcd touch screen system for selection of your chosen function and prices start at around the pounds 4 805 mark,0
7941,it currently employs about 750 people and expects headcount to reach 1 000 by end of 2007,1
7942,it delivers a different user experience and enables us to widen the market we can address,1
7943,it does not make sense to go in for buying in the current environment hemang jani sharekhan,0
7944,it estimates the operating profit to further improve from the third quarter,1
7945,it expects revenue between 8 4 billion and 8 7 billion compared to analyst estimates of 8 67 billion,0
7946,it generated an operating loss of eur 96 3 mn down from a profit of eur 43 9 mn,-1
7947,it generated an operating loss of eur 96 3 mn down from a profit of eur 43 9 mn,0
7948,it grew in finland norway denmark and the baltic countries,0
7949,it has been agreed with the company s board of directors that she will be available in an advisory role,0
7950,it has several innovative small molecule and biological drug candidates at different stages of clinical development,0
7951,it has sold one half of its business operations and will enter the helsinki stock exchange via the back door through an innovative buyout arrangement with kasola,0
7952,it has some 30 offices worldwide and more than 90 pct of its sales are generated outside finland,0
7953,it has80 branches in finland with annual revenue in finland of,0
7954,it helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business,0
7955,it holds 38 percent of outokumpu s shares and voting rights but in 2001 lawmakers gave it permission to reduce the stake to 10 percent,0
7956,it includes options for additional 30 communal building sites as well as construction supervision works for all construction sites,0
7957,it includes the company s new highly powerful compact and scalable flexi multiradio 10 base station,0
7958,it inspects the companys strategic strengths and weaknesses,0
7959,it is wait n watch for tata steel idbi capital,1
7960,it is estonia s second largest meat processing company by market share according to ac nielsen s 2008 data 13 percent,0
7961,it is sensexs third worst samvat in a decade,-1
7962,it is a disappointment to see the plan folded,-1
7963,it is a disappointment to see the plan folded,0
7964,it is a member of the oneworld alliance which includes american airlines and british airways,0
7965,it is a solid credit that has been compared to a dz bank or a rabobank,1
7966,it is also 7 7 pct above the 12 month volume weighted average price of the stock,1
7967,it is also in the process of taking a seat on capman s board a course which has the support of capman management,0
7968,it is also set to launch a messaging service in the next few days which would enable users to access their e mail accounts on ms exchange,0
7969,it is being developed by symbian the software licensing consortium led by nokia,0
7970,it is estimated that the consolidated turnover of kausta guder will reach lt 53mn us 22 53 mn eur 15 35 mn in 2007,0
7971,it is expected to be completed by the end of 2007,0
7972,it is expected to be online by 2011,0
7973,it is hand painted resin with real 14 0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook,0
7974,it is in line with its plans to focus on selected growth segments and streamline corporate structure,1
7975,it is necessary to strengthen the company s operations however,0
7976,it is now the leading private road ambulance service company in finland,1
7977,it is part of the development of the world class magnetite deposit at karara which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30 year life,0
7978,it is planned to set up the a class business center in the two top storeys of the complex,0
7979,it is positive that the company it recruited harri koponen as ceo according to affarsvarlden,0
7980,it is profitable to make pulp paper and sawn goods in areas where the combination of these factors is good,0
7981,it is the first application in the market for invoice and purchase requisition approval with a mobile device,0
7982,it is the first oil company to join rspo and commits fully to sustainable sourcing of feedstocks for the production of its nexbtl biodiesel it said,0
7983,it is the last smartphone running maemo 5 which is to be replaced with meego a joint project between nokia intel and the open source community,0
7984,it is the most awkward thing to use if you re holding the phone with one hand,-1
7985,it is time to realign a little bit towards psbs david pezarkar daiwa amc,0
7986,it is vital for the rupee to stabilise prateek agarwal ask investment manager,0
7987,it makes a wide range of mobile devices with services and software that enable people to experience music navigation video television imaging games and business mobility,0
7988,it makes good sense for sesa sterlite to pick hzl stake say analysts,1
7989,it moved into the no 2 spot in 2000 when it merged steel operations with avesta sheffield to form avestapolarit,0
7990,it now owns 80 565 shares in amer sports corporation equaling 0 11 of the company s share capital and voting rights,0
7991,it offers advanced machinery maintenance and process development services to the pulp and paper industry in northern china,0
7992,it operates under three distinct brands united supermarkets market street and united supermercado,0
7993,it posted a turnover of 4 5 mln euro 6 1 mln and an operating profit of 1 5 mln euro 2 0 mln for 2006,0
7994,it projected revenue of 2 2 billion to 2 3 billion slightly higher than analyst estimates of 2 19 billion,1
7995,it provides customers with industry leading elevators escalators and innovative solutions for maintenance and modernization,1
7996,it rose by 15 7 and by 24 8 in finland and abroad respectively to eur 7 million and eur 4 2 million due to a 40 growth in russia,1
7997,it s an area that is highly valued because most of the land there has already been built on,0
7998,it said comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators,0
7999,it should pay to stay with psu banks ashwani gujral,-1
8000,it started with software that was capable of retrieving the data typed into the computer keyboard keyloggers and then more complex mechanisms arrived on the scene such as phishing and pharming,0
8001,it therefore seems that finnish shipping company viking line will get the subsidy it needs to order its new lng fuelled vessel,1
8002,it was decided that the auditors are reimbursed according to invoice,0
8003,it will also strengthen ruukki s offshore business,1
8004,it will be operated by nokia and supported by its nokia netact network and service management system,0
8005,it will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance,1
8006,it will focus on improving its profitability next year by streamlining operations,1
8007,it will provide heating in the form of hot water for the sawmill s needs,0
8008,it will report full year results on august 22,0
8009,it will take some time for getting significant interest from fiis vikas khemani edelweiss securities ltd,0
8010,it will use the proceeds from the transaction to achieve its target,0
8011,it would be premature to talk about dates volume and the investment procedure he said,0
8012,it ll again be a buyers market for gold in 15 as us rate hikes seen,1
8013,it s a bad idea to make 5 min predictions based on faith rt dandyduct aapl sell signal hit at 584 it will go down for the next 5 min,-1
8014,it s safe ride for india inc so far but miles to go still,1
8015,it s sonorous metals fall on china jitters vedanta dives 10,-1
8016,it s time to raise policy rates rather than change stanceagenciesfirst phase of the flexible inflation targeting fit for india started in august 2016 and the next in april 2021 which is due to run till march 2026 the inflation target was renewed with the cpi target kept at 4 with the upper tolerance level at 6 and the lower tolerance at 2 the 2016 notification indicated among other things that the key advantage around a target was that it would accommodate unanticipated short term shocks even while nudging inflation expectations ie to the centre of the range to which monetary policy will return the economy over the medium term the main role for monetary policy through a nominal anchor such as cpi is to deliver low and stable long run inflation and ie even as we have seen stable inflation since the start of fit ie continue to remain high and sticky in this regard it would be useful to look at the bi monthly household inflation expectations survey published by the central bank the key statistics here include the 3 month and 1 year ahead median inflation expectations let s take a look at the data for 3 periods may 2016 to march 2021 first phase of fit april 2021 to march 2022 second phase of fit that concludes in march 2026 may 2016 to march 2022 whole period till now where fit has been implemented during the period of the fit ie has remained above 7 persistently which is 1 above the upper tolerance level of 6 and has been closer to the high single digits for both the 3 month and 1 year ahead ie for the whole period while the minimum three month and one year ahead ie at 7 2 and 7 9 have been above the upper tolerance level of 6 in the second phase of fit the three month and one year ahead ie have been significantly higher than the upper tolerance level of 6 it would be interesting to go to the root causes of such high ie in the backdrop of six years of a fit regime while food and fuel prices could be a proximate because could it be that past episodes prior to fit of high and entrenched inflation has led to an element of ie stickiness could the trump card to escape this entrenched ie lie with increased productivity through fiscal policy which can complement fit clearly the thrust by the government through capex could be beneficial and transformative in this regard even as productivity changes take time and are structural near term cyclical dynamics call for restrictive monetary policy the real rates are negative when adjusted for ie there has been a considerable shift in inflation forecasts from 4 5 in the feb policy with risks characterised as broadly balanced to 5 7 in the april policy given the structural up move in global commodity prices and supply chain effects inflation in india could be in the region of 6 and above 6 for three successive quarters a simple taylor rule that captures inflation deviations from target output gap and a real rate could provide some intuition to likely policy rate outcomes rates could go above 6 based on policy or 7 based on an alternative forecast especially in the backdrop of cpi at 6 95 and wpi at 14 55 it would be useful to hike rates soon rather than move from accommodative to neutral followed by policy action in this regard the period october 2019 to february 2020 could be useful in that policy moved to calibrated tightening in october 2019 which remained in february 2020 when rates were cut and policy moved to neutral the current environment calls for moves the other way around finally since more liquidity is drained for 14 days which is characterised as the main operation it would be interesting to start thinking about a transition of the policy rate from overnight to a 14 day main operation rate in the backdrop of a tightening cycle the author is md global emerging markets deutsche bank disclaimer the opinions expressed in this column are that of the writer the facts and opinions expressed here do not reflect the views of economictimes the main role for monetary policy through a nominal anchor such as cpi is to deliver low and stable long run inflation and ie,-1
8017,italy leads europe shares higher france lags in election aftermath,1
8018,its 168 asset management experts manage assets worth over eur 35 billion,0
8019,its a good time to accumulate zinc,1
8020,its annual capacity is some 10 000 mw,0
8021,its board of directors will propose a dividend of eur0 12 per share for 2010 up from the eur0 08 per share paid in 2009,1
8022,its customers include local companies slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy and mansner oy,0
8023,its main business area the glass machinery group of glaston technologies is the global market leader in glass processing machines,1
8024,its market share is 6 percent according to ac nielsen s 2008 data,0
8025,its market share widened to 48 51 percent from 48 31 percent a year earlier,1
8026,its other well known brands include fitness equipment maker precor and you s based ball sports equipment maker wilson,0
8027,its product portfolio comprises harvesters forwarders harvester heads as well as cranes and loaders,0
8028,its raining good news for turmeric producers,1
8029,its time to take banking sector funds into account,1
8030,its time to take banking sector funds into account,1
8031,its total annual revenue comes up to about 160 mln zloty 56 9 mln 42 3 mln euro,0
8032,ixonos estimates that it will hire 20 specialists in mechanical engineering electronics design and r d for its new unit in jyvaeskylae by the end of 2009,1
8033,ixonos will finance the acquisition through a 3 8 mln euro 5 2 mln loan,0
8034,j m financial consolidated profit down 15 per cent,-1
8035,j p chalasani joins punj lloyd as group ceo,0
8036,j k bank q1 profit rises 35 per cent to rs 246 crore,1
8037,j k bank a good buy at current levels pankaj pandey icicidirect,1
8038,j k bank can slide down to levels closer to 1370 prakash gaba,-1
8039,j k bank nets rs 932 crore in nine months,0
8040,j k bank surges 12 as 1 10 stock split comes into effect,1
8041,j ærvi suomen portti is also planning to reduce the use of sodium nitrite,0
8042,j ñrvi suomen portti is also planning to reduce the use of sodium nitrite,0
8043,jb chemicals pharmaceuticals stock tanks on brand sale to j j,-1
8044,jbcpl stock suffers drastic dip post j j deal to grow other biz with sale proceeds,-1
8045,jbf industries q1 profit falls 60 to rs 4 crore,-1
8046,jbm auto q1 profit jumps over 5 fold to rs 21 crore,1
8047,jbm auto q1 profit soars 60 per cent,1
8048,jbm auto q2 profit up 18 to rs 18 crore,1
8049,jbm auto q3 up 60 per cent at rs 24 crore,1
8050,jbml q2 profit jump two fold at rs 10 30 cr,1
8051,jgb prices fall as greek deal boosts japanese stocks,1
8052,jgbs edge down as investors monitor greek situation,-1
8053,jgbs extend losses as market feels heat from bunds rout,-1
8054,jgbs little changed as rebounding stocks temper safe haven appeal,-1
8055,jgbs little changed bank of japan buying offsets impact of nikkei rally,0
8056,jgbs mixed after solid demand at 5 year auction,0
8057,jgbs mixed underpinned by solid 5 year auction results,0
8058,jgbs steady at lofty levels as stocks slump,0
8059,jhs svendgaard labs sales up 144 28,1
8060,jk cement q3 dips 79,-1
8061,jk cement reports 38 y o y growth in profits,1
8062,jk paper mulls pulp mill in south asia stock up,1
8063,jk paper reports q4 profit at rs 18 07 crore,0
8064,jk tyre industries to consider stock split,0
8065,jkumar infra rallies 10 on strong profit order win,1
8066,jlr effect tata motors may see 102 surge in q3 pat how to trade the stock,1
8067,jlr plants unrest could be near term negative for tata motors goldman sachs,-1
8068,jlr poised to be world s 4th biggest luxury car maker says citi report,1
8069,jlt buys 26 in sunidhis insurance brokerage arm,0
8070,jm asset reconstruction company profits up 142 per cent in h1 2015,1
8071,jmd telefilms to enter mobile phone biz stock up,1
8072,jnpt s october march up 14 at rs 312 crore,1
8073,jp associates is a decent buy closer to 60 62 levels ambareesh baliga,1
8074,jp associates q2 profit nearly halved at rs 68 crore,-1
8075,jp chalasani quits reliance power to join punj lloyd,0
8076,jp infra a safer stock in infrastructure space pankaj pandey icici direct,1
8077,jp infratech is a very very unique project of the country,1
8078,jp morgan elevates nandkumar surti as ceo,0
8079,jp morgan expects that scala will lower nobel biocare s growth forecast for 2007 from the current guidance of 23 25 pct as well as the operating margin target from the current 34 35 pct,-1
8080,jp morgan expects that scala will lower nobel biocare s growth forecast for 2007 from the current guidance of 23 25 pct as well as the operating margin target from the current 34 35 pct,0
8081,jp morgan fund to help domestic investors to invest in us market,0
8082,jpmorgan cuts target price on jet airways by a massive 40 post q3 loss,-1
8083,jpmorgan downgrades ril rating to neutral raises target price to rs 1 100,0
8084,jpmorgan downgrades ril to neutral raises target price to rs 1100,0
8085,jpmorgan handpicks six midcap stocks which can outperform markets in 2015,0
8086,jpmorgan shuffles cfo other execs,0
8087,jpmorgan upgrades titan to overweight sees over 14 upside in 12 months,1
8088,jpx nikkei 400 futures debut amid growing return on equity interest,0
8089,jspl q4 down 39 to rs 477 45 crore,-1
8090,jspl buys back shares worth rs 500 crore,1
8091,jspl down on cag report prakash diwan,-1
8092,jspl hits 52 week low down over 20 since july,-1
8093,jspl may be spared complete de allocation of coal blocks deven choksey kr choksey securities,0
8094,jspl posts loss of rs 1675 crore in q3fy15 cuts jobs to save costs,0
8095,jspl scrip factoring in all the negatives will see a gradual rise prakash diwan,-1
8096,jspl shares slump over 10 amid reports of bids rejection,-1
8097,jspl shares tank over 8 5 mcap down rs 1 482 crore,-1
8098,jspl surges as delhi hc stops auction of two coal blocks,1
8099,jspl monnet niit tech three stocks that stole the show,1
8100,jsw energy december quarter profit after tax drops 34 per cent,-1
8101,jsw energy q2 up 54 at rs 492 crore,1
8102,jsw energy closes up a paltry 0 75 on bse,1
8103,jsw energy gains coal based plants favoured,1
8104,jsw energy quarterly profit soars to rs 214 crore,1
8105,jsw energy to be included in nifty midcap 50 index,1
8106,jsw steel q1 steel production up 1 at 2 86 mt,1
8107,jsw steel q4 profit up 29 88 at rs 793 63 crore,1
8108,jsw steel keen to acquire assets of bhushan group sources,0
8109,jsw steel little changed despite unfavourable ruling against subsidiary,0
8110,jsw steel promoter hikes stake in company,0
8111,jsw steel promoter hikes stake marginally for rs 25 crore,0
8112,jsw steel raises 500 million though forex bonds,1
8113,jsw steel reports growth in steel production stock down,-1
8114,jsw steel slips over 4 as cbi registers inquiry,-1
8115,jsw steel standalone profit at rs 2011 cr stock down,-1
8116,jsw steel s crude steel production up 9 stock down,-1
8117,jsw steel hindalco tata power down on coalblock deallocation,-1
8118,jvc will stop producing dvd players in brazil jvc do brazil a subsidiary of japan s jvc group announced it will stop the production of dvd players in brazil,0
8119,jack palmer case mildly positive for infosys visa issues weigh brokerages,1
8120,jacobs has been supporting storengy s investment of developing storage sites since 2006 as owner s engineer,0
8121,jagadish bhat takes over as head of management at man trucks,0
8122,jaggery industry suffers due to lack of political support,-1
8123,jaggery prices steady in thin trade,0
8124,jagran prakashan q1 profit jumps 16 89 to rs 57 76 cr,1
8125,jagran prakashan q2 up 10 at rs 55 50 cr,1
8126,jagran prakashan a value pick may offer 15 20 on upside avinnash gorakssakar,1
8127,jagran prakashan best among media stocks sharmila joshi,1
8128,jagran prakashan has good triggers over the next one year pankaj pandey,1
8129,jagran prakashan rallies as q1 profit jumps over three fold,1
8130,jagran prakashan reports q2 profit at rs 91 27 crore,0
8131,jaguar land rover automotive s june quarter pbt down 286 million yoy,-1
8132,jaguar land rover ceo david smith steps down,-1
8133,jain irrigation ends in red morgan stanley upgrades stock to equal weight,-1
8134,jain irrigation head lower to 81 82 levels ashwani gujral,-1
8135,jain irrigation in talks with ifc for stake sale sources,0
