Sentence,Sentiment
info edge india is a buy call with a target of rs 720 shrikant chouhan,1
info edge a great investment story says prakash diwan,1
info edge promoter and cfo ambarish raghuvanshi resigns,0
info edge promoter sanjeev bikhchandani transfers 13 000 personal shares to employees,0
info edge rallies over 7 hits 52 week high on additional investment in zomato,1
info edge shares drop 2 78 as sensex rises shutterstock comindia 10 year bond yield fell 0 34 per cent to 6 13 after trading in 6 13 6 16 range shares of the info edge india ltd traded at rs 4107 2 on bse at 01 49pm ist on thursday down 2 78 per cent the stock quoted a 52 week low price of rs 4061 7 and a high of rs 7462 95 earlier in the day the stock saw a gap up opening at the prevailing price the stock traded at 4 25 times its trailing 12 month eps of rs 965 05 per share and 10 07 times its book value as per bse data etmarkets smart talk srikanth subramanian decodes factors that could derail momentum on d st a total of 15 379 shares changed hands on the counter till 01 49pm ist the stock commands a market value of rs 52802 78 crore and is part of the online service marketplace industry the scrip has been an underperformer down 15 71 per cent in the past one year in comparison with a 15 39 per cent gain in sensex during the day the stock moved between rs 4322 0 and rs 4061 7 promoter fii holding promoters held 38 17 per cent in the company as of 31 mar 2022 fii and mf ownership in info edge india ltd stood at 33 99 per cent and 11 9 per cent respectively a total of 15 379 shares changed hands on the counter till 01 49pm ist,-1
info edge shares gain 0 17 as sensex rises shutterstock comrsi has turned north from the 60 level confirming bullishness shares of info edge india ltd traded 0 17 per cent higher in friday s session at 01 03pm ist the stock opened at rs 4900 0 and has touched an intraday high and low of rs 4900 0 and rs 4795 0 respectively during the session so far the stock quoted a 52 week high of rs 7462 95 and a 52 week low of 4210 0 about 4 807 shares changed hands on the counter so far benchmark nifty50 was up 69 75 points at 17709 30 while the bse sensex traded 158 83 points higher at 59193 78 at the time of writing of this report etmarkets smart talk indiaâ€™s investable landscape wider than other ems despite premium valuations piyush sharma in the nifty pack 36 stocks traded the day in the green while 13 were in the red key financials for the quarter ended 31 dec 2021 the company reported consolidated sales of rs 533 88 crore up 30 29 per cent from the previous quarter s rs 409 75 crore and up 71 43 per cent from the year ago quarter the company reported profit of rs 4598 5 crore for the latest quarter promoter holdings promoters held 38 4 per cent stake in the company as of 31 dec 2021 while fiis held 36 37 per cent and mfs 11 04 per cent technicals on the technical charts the 200 day moving average dma of the stock stood at rs 5506 74 on april 08 while the 50 dma was at rs 4606 47 if a stock trades above 50 dma and 200 dma it usually means the immediate trend is upward on the other hand if the stock trades well below 50 dma and 200 dma both it is considered as bearish trend and if trades between these averages then it suggests the stock can go either wathe stock quoted a 52 week high of rs 7462 95 and a 52 week low of rs 4210 0,1
info edge economic turnaround improved hiring to be immediate trigger,0
inform clients on website to update details sebi to brokers,0
information system supplier sentera up 24 51 pct was the next most heavily traded share after sysopen digia a software house acquired 77 4 pct of the company this morning for just under 33 mln eur,0
information technology stocks drag sensex down,-1
infosys president bg srinivas to join hong kong based pccw as managing director,0
infosys december show federal minutes to set pace for markets,0
infosys q1 results 5 things to watch out for,0
infosys q3 earnings five takeaways,0
infosys q3 earnings five things to watch out for,0
infosys q4 fy14 results 10 takeaways,0
infosys q4 results five things to watch out for,0
infosys and wipro top picks see 20 upside jaideep goswami,1
infosys appoints kanchinadam as chief compliance officer,0
infosys beats expectations sets trend for it peers,1
infosys beats forecast but analysts still wary,1
infosys can slip to rs 2 700 levels what should investors do,-1
infosys consolidated q2 profit at rs 3 398 crore above estimates,1
infosys director ann m fudge will not seek reappointment after term expiry,0
infosys downgraded by ubs old concern late realisation,-1
infosys elevates pravin rao as whole time director,0
infosys ends 3 down global brokerages raise target price post q1 results,-1
infosys leads cnx it rally ahead of q1fy15 results,1
infosys marginally in red as bpo unit sacks cfo abraham mathews,-1
infosys may report sharp 11 3 drop in profit for june quarter,-1
infosys reclaims status of top sensex stock,1
infosys results cues on banking reforms to dictate trends for markets next week,0
infosys riding on vishal sikka anticipated turnaround strategy p phani sekhar,0
infosys settles higher ahead of q3 results,1
infosys shares end lower as top executive quits,-1
infosys slips after citi downgrades stock ahead of results,-1
infosys slips below rs 3200 levels falls most since june 23,-1
infosys tanks 8 m cap down by rs 14 235 cr as bg srinivas quits,-1
infosys to beat nasscom estimate sudip bandyopadhyay,1
infosys to get list of ceo probables by june 1st week,0
infosys 1 1 bonus issue has more sentimental value rather than fundamental say experts,0
infosys march guidance for next fiscal is very crucial,0
infosys s gopalakrishnan is the new cii president,0
infosys stock to really pick up post restructuring manish sonthalia,1
infosys s volume growth surprised us more than the earnings numbers neeraj deewan,1
infosys ril airtel among top five stocks where fiis have room to invest,1
infosys wipro among mega wealth creators on dalal street,1
infosys wipro reasonable value pick in it sector jrg securities,1
infosys wipro mindtree slip over 10 since march is it time to revisit it stocks,-1
infosys headed for better quarterly numbers,0
infosys implied volatilty hits 5 year high as buyers queue up to puchase options ahead of results,1
infosys will it surprise markets once again,1
infosys will the strong volume growth sustain,0
infotech enterprises pat rises 12 to rs 69 4 crore in october december,1
infotech enterprises q2 down 7 revenues up 24,-1
infotech enterprises q4 up 29 per cent to rs 70 crore,1
infotech enterprises q4 profit slides 23 in march quarter,-1
infotech enterprises rebrands itself as cyient,0
infotech enterprises investors should use the correction to buy the stock,1
infotech pat down 16 on higher operating expenses topline up,-1
infra cos should be growing at 25 30 in the next 5 yrs gul tekchandani,1
infra project may take a hit when interest rate go up avendus capital,-1
infra proving to be achilles heel for india story stocks to rebound as economy mends experts,1
infra stocks a good buy from a long term perspective sudip bandyopadhyay,1
infra stocks a safe bet deepak mohoni,1
infra stocks to be dead for next 6 8 months ashwani gujral,-1
infra stocks will remain under some pressure dhiraj agarwal standard chartered capital,-1
infra manufacturing may get jaitely thumbs up sharekhan,1
infrastructure company il fs transportation q4 profit falls 34 pc at rs 78 crore,-1
infrastructure cos like itnl sadbhav engg irb others likely to gain from economic revival,1
infrastructure stocks could see some bounce back sangeeta purushottam,1
infrastructure stocks dying for reforms dhiraj sachdev hsbc am india,-1
infrastructure stocks rally as fm cuts withholding tax to 5,1
infrastructure stocks will look up post elections harendra kumar,1
infrastructure stocks direction depends on the market deepak mohoni,0
infrastructure commodity consumption sectors likely to perform well in times to come deven choksey,1
infrastructure steel and banking stocks in for a good run tarun kataria,1
infusion of additional 1 trillion to india s gdp to create new midcap leaders barclays,0
infy q3 profit rises 2 7 at rs1582 crore,1
infy hcl tcs should do well emkay global,1
infy tcs are good investment stocks ashwani gujral,1
ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated 4 billion in the you s and 8 billion globally,0
ingenious hsbc ubs and coutts sued by tax avoidance clients,-1
ingersoll rand appoints madhusudan rao as cfo,0
inha works has invested in its product development and market research,0
initial estimated total value of the contract was 250 000 euros excluding vat,0
initial hype over use now low on volumes,-1
initial target for tata elxsi seen at rs 320 ventura,0
initially the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries,-1
initially the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries,0
initiate fresh long trades on essar oil devang visaria,1
initiate trade on idfc mitesh thacker,0
innoventive industries makes weak debut on bourses,-1
inox wind ipo set to unlock value for gujarat fluorochemicals which owns 75 per cent in the company,0
inox wind debuts at rs 400 a premium of 23 on nse,0
inox wind likely to see margin expansion valuations not too demanding mayuresh joshi,1
inox wind marks splendid debut shares soar 35 5 per cent,1
inox raises stake in fame india to 68 35 for rs 89 cr,1
insecticides india q1 profit up 14 at rs 19 8 cr,1
insecticides india q1 profit up 23 per cent at rs 17 4 crore,1
insecticides india q1 up 29 per cent,1
insecticides india q2 declines 12 73 pc to rs 13 84 crore,-1
insecticides india s q4 profit at rs 6 13 crore,0
insecticides is a strong stock deepak mohoni,1
insider case sat rejects ril plea against sebi stock ends in green,1
insider trading on sebi chief sinha s radar,0
insider trading risk management key focus areas for 2014 sebi,0
insider trading sebi slaps notices fines on staff of top corporates like wipro itc m m,-1
insight hires aviva s david hillier for multi asset team,1
instead elcoteq has signed a non binding letter of intent with another asian strategic investor,1
institutional buying necessary for markets to move higher focus on smallcap stocks ashwani gujral,1
institutional investors buy hdfc warrants in hordes bet prices to rise quicker than shares,1
institutional investors cut their exposure on ranbaxy stock,-1
insurance bill is not a game changer p phani sekhar angel broking,0
insurance bill will not benefit insurance companies immediately deepak shenoy,0
insurance companies raise holdings in equities as markets correct,0
insurance companies rally up to 7 as government clears insurance bill,1
insurance policies should be simple,0
insurance stocks pare gains after 7 gains here s why rally couldn t sustain,1
insurance stocks surge on hopes of fdi limit hike,1
insurance stocks surge up to 15 rally to not sustain as positives of bill priced in,1
insurer axa par cs slid by 5 35 to eur 14 15 after citigroup and ing slashed their targets on the stock,-1
insurer axa par cs slid by 5 35 to eur 14 15 after citigroup and ing slashed their targets on the stock,0
insurer old mutual picks standard bank s hemphill as new ceo,0
insurers in limbo over tagging of idfc bonds as irda hasn t issued any direction,0
insurers admiral blows hot and cold but aviva soars pre friends life merger,0
intel could rise 30 per cent over next two years report,1
intel reports lower 1q income higher revenue,-1
intelenet to delist sparsh bpo to avoid conflict of interest,0
intellisync wireless email from nokia is a full featured wireless e mail solution that connects users to their e mail calendar contacts notes and task lists while away from the office according to the company,0
intercontinental hotels denies reports of starwood merger talks,0
intercontinental hotels group share price climbs on 1 5bn special dividend,1
intercontinental hotels first quarter global room revenue lags estimates,-1
interglobe aviation best bet in aviation can rally up to 20 in 6 months p phani sekhar,1
interglobe aviation makes decent debut surges 17 on bse,1
interglobe aviation to list its shares tomorrow,0
interglobe aviation s rs 3 018 crore ipo over subscribed by two times on day 3,1
interglobe may slip into losses if fuel cost exceeds 44 of top line daljeet singh kohli,-1
interglobe on a high other airline stocks also gain,1
interglobe deep inds kec intl among 34 stocks that have hit fresh 52 week highs today,1
interest heats up for yahoo yhoo the wall street journal https t j5jvji9bia,1
interest in fmcg limited bias towards high beta stocks gautam trivedi,0
interest is returning to the large caps deepak mohoni,1
interim budget 2014 excise duty cuts across auto segment roll in but investors still wary,-1
interim budget 2014 oil subsidy payments postponed to next fiscal investors should keep a watch on lowering of subsidies,0
interim budget impact markets get a boost ratings cut worry ebbs,1
interim resistance for eur usd around 1 3840,0
international energy agency sees bear oil market as stocks balloon,-1
international energy agency sees low oil prices until 2020,-1
international finance corporation raises 100 million in maiden onshore maharaja bonds,1
international monetary fund should regulate global central banks raghuram rajan,0
international business likely to weigh on bharti airtel for some time nitin raheja,-1
international operations accounted for over 80 of sales,0
international sales rose by 59 8 to eur 1 244 4 mn,1
intertek group announces strategic update outlining its plan,0
intertek swings to â£347 mln loss on oil s slump,-1
intraday trades indicate markets likely to bounce back mitesh thacker,1
intuitive surgical isrg is in a great financial position take a look https t vahhjacbfg https t 24hqtqx4ou,1
invest in cement stocks ashwani gujral,1
invest in sharda chropchem from a long term perspective sudip bandyopadhyay,1
invest in stocks of companies with high pricing power matthews asia,0
investigators turn bankers into informants in forex probe wsj,0
investment banker manish chokhani to head tpgs india se asia play,0
investment management and investment advisory services are the company s sole line of business,0
investments are not disclosed,0
investments in debt free companies like itc hindustan unilever and voltas pay off for investors,1
investments in infra stocks can wait il fs,0
investments in product development stood at 6 0 mln euro 8 8 mln,0
investments span across various product and investment types including retail hospitality office and residential with interests in real estate portfolios non performing loans and corporate restructurings,0
investments through p notes into indian markets rise to 26 billion in august,1
investments via p notes dropped to rs 2 36 lakh crore in december,-1
investments will be back in sugar stocks anagram capital,1
investor accounts at nsdl cdsl cross 2 crore,0
investor confidence to be back with infosys gaurang shah,1
investor fears on end of easy money right absolutely says jp morgan,0
investor flight from us stocks fails to lift bond market,-1
investor sentiment on tech goes from giddy to glum,-1
investor sentiment will turn in favour of rupee chidambaram,1
investor should focus on equipment manufacturers rather than telecom players avinash gorakshekar anagram capital ltd,1
investor wealth zooms rs 1 lakh cr as markets cheer fed comment,1
investors remain skeptical about she will bg deal,-1
investors can expect long term returns of as high as 30 from nifty,1
investors can give a miss to edible oil company ncml industrie ipo,-1
investors can remain in quality stock like l t edelweiss,1
investors can use intraday dips to buy into markets mitesh thacker,1
investors cheer portuguese bank rescue,1
investors dump higher oil bets as prices fall intercontinentalexchange,-1
investors fret yahoo future stock dips,-1
investors hopeful of government reviving tax free bonds,0
investors lap up sbi bonds again issue subscribed three times,1
investors may not gain much from new structure of crompton greaves,0
investors on sidelines ahead of us holiday ecb meeting,0
investors pick stocks of auto companies focused on india skip exporters,0
investors root for narendra modi india toast of bric nations,0
investors see growth in stocks shunning russia,0
investors sell old tax free bonds to put money in new,0
investors should avoid power sector till the lok sabha elections g chokkalingam equinomics,-1
investors should be judicious in the it space ajay bodke,0
investors should be wary of cyclicals even if narendra modi wins,-1
investors should go for judicious mix of defensives and cyclicals ajay bodke,0
investors should opt for higher exposure to psu banks kunj bansal,1
investors should tread carefully in midcaps ahead of results,0
investors take cover amid russia crisis oil slide,-1
investors turn focus to proxy benchmark government bond maturing in 2028,0
investors will be overweight on equities in long term,1
investors will continue being interested in the company s share although it is not quite cheap affarsvarlden said,1
invetsors asset managers keep faith in nestle despite maggi row,1
ionphase s second major owner is venture capital firm aura capital,0
ipca laboratories fy 11 profit up 28 to rs 262 82 crore,1
ipca laboratories q1 up 67 per cent at rs 71 77 crore,1
ipca labs q2 nosedives 81 to rs 12 crore,-1
ipca labs tumbles 10 6 per cent on credit suisse downgrade,-1
ipca to give good returns on us and domestic trade traction manish sonthalia,1
ipca indoco remedies attractive in pharma space sudip bandyopadhyay,1
iran n deal lifts d street sentiment sensex rallies over 400 pts nifty above 6 100,1
iran deal fires sensex 388 points how it benefits india,1
iran drops crude price to 3 year low in fight for asia market share,-1
iraq boils over sensex crashes rupee slumps,-1
iraq fears hit european shares german bond yields fall,1
iraq jitters hit european shares german bond yields slip,1
iraqi turmoil hits turkish assets emerging markets lacklustre,-1
ircon declares rs 64 crore dividend for 2011 12,0
irda stops ige j k bank from subscribing to metlife issue,0
irdai seeks revised business plans from three public insurance companiesetbfsiinsurance sector regulator irdai has sought revised business plans from three state owned general insurance companies national insurance company ltd united india insurance company ltd and oriental insurance company ltd that are facing financial issues a top official said the three state owned general insurance players will have to meet certain regulatory milestones set by the regulator to be able to get fund infusion irdai member non life t m alamelu said on thursday for these three public sector general insurance companies we have asked for revised business plans the fund infusion would depend on their compliance with certain milestones we have laid out so that there is a calibrated way of coming out of this situation alamelu told reporters she along with insurance regulatory and development authority of india chairman debasish panda and other senior officials met ceos and other key officials of life general health insurers and reinsurers in mumbai irdai chairman said the government has asked for some information on state owned general insurance companies from irdai and the same has been shared with them the government is very much aware of the present financials of insurance companies the regulator has given some forbearance with the advice also that may be they have to infuse more capital in order to perform better panda said recently in the third batch of supplementary demands for the current fiscal year the government had sought rs 5 000 crore for the recapitalisation of four public sector general insurance companies weirdai chairman said the government has asked for some information on state owned general insurance companies from irdai and the same has been shared with them,-1
irdai weighs proposal to privatise insurance information bureauagenciesthere is a view in the insurance industry that iib has not been able to achieve its full potential in absence of an independent and sustainable revenue model said another executive aware of the matter insurance regulator is examining the recommendations of a committee that has suggested privatisation of the insurance information bureau or iib the committee set up by the insurance regulatory and development authority of india or irdai has said that iib should be turned into a private company owned and operated by the insurance industry with legislative backing said two executives aware of the matter all recommendations are under consideration said the first executive explaining that a privatised bureau will help in maintaining the supply of quality data and further make it a profitable business entity privatisation of iib will ensure that it explores new areas of operation provides better service to the insurance industry and has an attractive revenue model for itself he said adding that the recommendations were submitted last month set up in 2009 as an advisory body iib collects transactional data from insurers for different lines of business and produces periodical reports for the benefit of stakeholders in the insurance industry it was converted into an independent society in 2012 there is a view in the insurance industry that iib has not been able to achieve its full potential in absence of an independent and sustainable revenue model said another executive aware of the matter set up in 2009 as an advisory body iib collects transactional data from insurers for different lines of business and produces periodical reports for the benefit of stakeholders in the insurance industry it was converted into an independent society in 2012,1
ireda sanctions highest ever loan of about rs 24k cr in 2021 22thinkstock photosrepresentative imagestate owned indian renewable energy development agency has recorded its highest ever loan sanction of rs 2 3921 06 crore and disbursement of around rs 16 070 82 crore in 2021 22 indian renewable energy development agency ltd ireda the largest dedicated lender of renewable energy in india ended fy2021 22 with its best ever performance to date ireda has achieved the highest ever loan sanctions of around rs 23 921 06 crore and loan disbursements of around rs 16 070 82 crore a company statement said ireda chairman managing director pradip kumar das in his interaction with employees highlighted that ireda has achieved major milestones in 2021 22 even though the year saw the second and third waves of the covid 19 pandemic along with the ongoing globally tense situations ireda is fully equipped as an implementing agency for the additional allocation of rs 19 500 crore for the pli production linked incentive scheme for the manufacturers of high efficiency solar modules announced in budget 2022 the loan sanctions of the company were the highest ever at rs 23 921 crore in fy 2021 22 up 117 per cent from rs 11 001 crore in fy 2020 21 similarly the loan disbursements were at a record high of rs 16 071 crore in fy 2021 22 82 per cent higher than rs 8 827 crore in fy 2020 21 the npa reduced by around 41 per cent to 3 29 per cent in fy 2021 22 from 5 61 per cent in fy 2020 21 the worth increased by 67 per cent to rs 4 989 crore in fy 2021 22 from rs 2 995 crore in fy2020 21 the loan book grew by about 22 per cent to rs 34 000 crore in fy2021 22 from rs 27 854 crore in 2020 21 the company supported re renewable energy capacity installation of 29 48 gw ending march 2022 which is around 28 per cent of installed re capacity in india 106 37 gw ending february 2022 weireda chairman managing director pradip kumar das in his interaction with employees highlighted that ireda has achieved major milestones in 2021 22 even though the year saw the second and third waves of the covid 19 pandemic along with the ongoing globally tense situations,1
irish said chasing standard chartered rbs as brexit vote nears,1
irish housebuilder cairn homes plans london listing,1
iron ore eyes longest weekly losing streak since 2012,-1
iron ore hits 19 mth low as supply overwhelms shanghai rebar down 3rd day,1
iron ore steadies at highest level on decline in raw material stocks,0
iron ore upswing may not last as china mulls raise in output,-1
is facebook s user engagement falling https t tqmmt7n16x fb https t sedqrwgdkt,-1
is it worth investing in tesco plc and prudential plc now,1
is trouble brewing at legal general group plc and aviva plc,-1
is wall street set to witness deal making rivaling the dot bubble time,0
is gold a safe haven for investors in india,0
is the damage over on bank nifty strategies to tide over weakness,-1
is this a good time to purchase gold jewellery,0
ishtitmar to convert spicejet bonds sell shares,-1
iso omena is based in the matinkyla district of the southern part of the city of espoo southern finland,0
isolationism another sell rating sell ratings on spy qqq iwm and several companies https t 6nkwecrba5 aapl axp bac blue fxe,-1
isolationism another sell rating sell ratings on spy qqq iwm and several companies https t j35fnnx744 aapl apple axp bac,-1
israel shekel at 3 year high on israel hamas truce hopes,1
israeli cable network operator hot telecom has chosen teleste an international technology group as its exclusive provider of fttx equipment in israel according to teleste today,1
it s finger friendly and to my opinion really fast,0
it s even a little bit higher than yara s multiples on itself an analyst in helsinki said,0
it s not,0
it s very difficult to become a google analytics channel partner,0
it also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008,0
it also has potential clients in the growing environmental and recycling technology sectors,0
it also has strong assets in electronic media employing 18 500 an increase of 9 percent on last year,1
it also includes the installation of new equipment training and start up services as well as service work of the shoe press delivered by vaahto in 2001,0
it also recovers valuable raw material for kemira s water chemical production,0
it also said its third quarter diluted eps came in at 0 34 eur compared with 0 16 eur in the same quarter a year ago,1
it also turned in earnings per share eps of eur 0 44 versus loss per share of eur 2 26,1
it also turned to earnings per share eps of eur 0 08 versus loss per share of eur 0 04,1
it appears from statistics of the technical surveillance authority that customers who switch service providers mostly transfer their numbers to elisa s network,0
it combines a perfect price performance with sophisticated management facilities the company said,1
it comes complete with an lcd touch screen system for selection of your chosen function and prices start at around the pounds 4 805 mark,0
it currently employs about 750 people and expects headcount to reach 1 000 by end of 2007,1
it delivers a different user experience and enables us to widen the market we can address,1
it does not make sense to go in for buying in the current environment hemang jani sharekhan,0
it estimates the operating profit to further improve from the third quarter,1
it expects revenue between 8 4 billion and 8 7 billion compared to analyst estimates of 8 67 billion,0
it generated an operating loss of eur 96 3 mn down from a profit of eur 43 9 mn,-1
it generated an operating loss of eur 96 3 mn down from a profit of eur 43 9 mn,0
it grew in finland norway denmark and the baltic countries,0
it has been agreed with the company s board of directors that she will be available in an advisory role,0
it has several innovative small molecule and biological drug candidates at different stages of clinical development,0
it has sold one half of its business operations and will enter the helsinki stock exchange via the back door through an innovative buyout arrangement with kasola,0
it has some 30 offices worldwide and more than 90 pct of its sales are generated outside finland,0
it has80 branches in finland with annual revenue in finland of,0
it helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business,0
it holds 38 percent of outokumpu s shares and voting rights but in 2001 lawmakers gave it permission to reduce the stake to 10 percent,0
it includes options for additional 30 communal building sites as well as construction supervision works for all construction sites,0
it includes the company s new highly powerful compact and scalable flexi multiradio 10 base station,0
it inspects the companys strategic strengths and weaknesses,0
it is wait n watch for tata steel idbi capital,1
it is estonia s second largest meat processing company by market share according to ac nielsen s 2008 data 13 percent,0
it is sensexs third worst samvat in a decade,-1
it is a disappointment to see the plan folded,-1
it is a disappointment to see the plan folded,0
it is a member of the oneworld alliance which includes american airlines and british airways,0
it is a solid credit that has been compared to a dz bank or a rabobank,1
it is also 7 7 pct above the 12 month volume weighted average price of the stock,1
it is also in the process of taking a seat on capman s board a course which has the support of capman management,0
it is also set to launch a messaging service in the next few days which would enable users to access their e mail accounts on ms exchange,0
it is being developed by symbian the software licensing consortium led by nokia,0
it is estimated that the consolidated turnover of kausta guder will reach lt 53mn us 22 53 mn eur 15 35 mn in 2007,0
it is expected to be completed by the end of 2007,0
it is expected to be online by 2011,0
it is hand painted resin with real 14 0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook,0
it is in line with its plans to focus on selected growth segments and streamline corporate structure,1
it is necessary to strengthen the company s operations however,0
it is now the leading private road ambulance service company in finland,1
it is part of the development of the world class magnetite deposit at karara which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30 year life,0
it is planned to set up the a class business center in the two top storeys of the complex,0
it is positive that the company it recruited harri koponen as ceo according to affarsvarlden,0
it is profitable to make pulp paper and sawn goods in areas where the combination of these factors is good,0
it is the first application in the market for invoice and purchase requisition approval with a mobile device,0
it is the first oil company to join rspo and commits fully to sustainable sourcing of feedstocks for the production of its nexbtl biodiesel it said,0
it is the last smartphone running maemo 5 which is to be replaced with meego a joint project between nokia intel and the open source community,0
it is the most awkward thing to use if you re holding the phone with one hand,-1
it is time to realign a little bit towards psbs david pezarkar daiwa amc,0
it is vital for the rupee to stabilise prateek agarwal ask investment manager,0
it makes a wide range of mobile devices with services and software that enable people to experience music navigation video television imaging games and business mobility,0
it makes good sense for sesa sterlite to pick hzl stake say analysts,1
it moved into the no 2 spot in 2000 when it merged steel operations with avesta sheffield to form avestapolarit,0
it now owns 80 565 shares in amer sports corporation equaling 0 11 of the company s share capital and voting rights,0
it offers advanced machinery maintenance and process development services to the pulp and paper industry in northern china,0
it operates under three distinct brands united supermarkets market street and united supermercado,0
it posted a turnover of 4 5 mln euro 6 1 mln and an operating profit of 1 5 mln euro 2 0 mln for 2006,0
it projected revenue of 2 2 billion to 2 3 billion slightly higher than analyst estimates of 2 19 billion,1
it provides customers with industry leading elevators escalators and innovative solutions for maintenance and modernization,1
it rose by 15 7 and by 24 8 in finland and abroad respectively to eur 7 million and eur 4 2 million due to a 40 growth in russia,1
it s an area that is highly valued because most of the land there has already been built on,0
it said comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators,0
it should pay to stay with psu banks ashwani gujral,-1
it started with software that was capable of retrieving the data typed into the computer keyboard keyloggers and then more complex mechanisms arrived on the scene such as phishing and pharming,0
it therefore seems that finnish shipping company viking line will get the subsidy it needs to order its new lng fuelled vessel,1
it was decided that the auditors are reimbursed according to invoice,0
it will also strengthen ruukki s offshore business,1
it will be operated by nokia and supported by its nokia netact network and service management system,0
it will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance,1
it will focus on improving its profitability next year by streamlining operations,1
it will provide heating in the form of hot water for the sawmill s needs,0
it will report full year results on august 22,0
it will take some time for getting significant interest from fiis vikas khemani edelweiss securities ltd,0
it will use the proceeds from the transaction to achieve its target,0
it would be premature to talk about dates volume and the investment procedure he said,0
it ll again be a buyers market for gold in 15 as us rate hikes seen,1
it s a bad idea to make 5 min predictions based on faith rt dandyduct aapl sell signal hit at 584 it will go down for the next 5 min,-1
it s safe ride for india inc so far but miles to go still,1
it s sonorous metals fall on china jitters vedanta dives 10,-1
it s time to raise policy rates rather than change stanceagenciesfirst phase of the flexible inflation targeting fit for india started in august 2016 and the next in april 2021 which is due to run till march 2026 the inflation target was renewed with the cpi target kept at 4 with the upper tolerance level at 6 and the lower tolerance at 2 the 2016 notification indicated among other things that the key advantage around a target was that it would accommodate unanticipated short term shocks even while nudging inflation expectations ie to the centre of the range to which monetary policy will return the economy over the medium term the main role for monetary policy through a nominal anchor such as cpi is to deliver low and stable long run inflation and ie even as we have seen stable inflation since the start of fit ie continue to remain high and sticky in this regard it would be useful to look at the bi monthly household inflation expectations survey published by the central bank the key statistics here include the 3 month and 1 year ahead median inflation expectations let s take a look at the data for 3 periods may 2016 to march 2021 first phase of fit april 2021 to march 2022 second phase of fit that concludes in march 2026 may 2016 to march 2022 whole period till now where fit has been implemented during the period of the fit ie has remained above 7 persistently which is 1 above the upper tolerance level of 6 and has been closer to the high single digits for both the 3 month and 1 year ahead ie for the whole period while the minimum three month and one year ahead ie at 7 2 and 7 9 have been above the upper tolerance level of 6 in the second phase of fit the three month and one year ahead ie have been significantly higher than the upper tolerance level of 6 it would be interesting to go to the root causes of such high ie in the backdrop of six years of a fit regime while food and fuel prices could be a proximate because could it be that past episodes prior to fit of high and entrenched inflation has led to an element of ie stickiness could the trump card to escape this entrenched ie lie with increased productivity through fiscal policy which can complement fit clearly the thrust by the government through capex could be beneficial and transformative in this regard even as productivity changes take time and are structural near term cyclical dynamics call for restrictive monetary policy the real rates are negative when adjusted for ie there has been a considerable shift in inflation forecasts from 4 5 in the feb policy with risks characterised as broadly balanced to 5 7 in the april policy given the structural up move in global commodity prices and supply chain effects inflation in india could be in the region of 6 and above 6 for three successive quarters a simple taylor rule that captures inflation deviations from target output gap and a real rate could provide some intuition to likely policy rate outcomes rates could go above 6 based on policy or 7 based on an alternative forecast especially in the backdrop of cpi at 6 95 and wpi at 14 55 it would be useful to hike rates soon rather than move from accommodative to neutral followed by policy action in this regard the period october 2019 to february 2020 could be useful in that policy moved to calibrated tightening in october 2019 which remained in february 2020 when rates were cut and policy moved to neutral the current environment calls for moves the other way around finally since more liquidity is drained for 14 days which is characterised as the main operation it would be interesting to start thinking about a transition of the policy rate from overnight to a 14 day main operation rate in the backdrop of a tightening cycle the author is md global emerging markets deutsche bank disclaimer the opinions expressed in this column are that of the writer the facts and opinions expressed here do not reflect the views of economictimes the main role for monetary policy through a nominal anchor such as cpi is to deliver low and stable long run inflation and ie,-1
italy leads europe shares higher france lags in election aftermath,1
its 168 asset management experts manage assets worth over eur 35 billion,0
its a good time to accumulate zinc,1
its annual capacity is some 10 000 mw,0
its board of directors will propose a dividend of eur0 12 per share for 2010 up from the eur0 08 per share paid in 2009,1
its customers include local companies slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy and mansner oy,0
its main business area the glass machinery group of glaston technologies is the global market leader in glass processing machines,1
its market share is 6 percent according to ac nielsen s 2008 data,0
its market share widened to 48 51 percent from 48 31 percent a year earlier,1
its other well known brands include fitness equipment maker precor and you s based ball sports equipment maker wilson,0
its product portfolio comprises harvesters forwarders harvester heads as well as cranes and loaders,0
its raining good news for turmeric producers,1
its time to take banking sector funds into account,1
its time to take banking sector funds into account,1
its total annual revenue comes up to about 160 mln zloty 56 9 mln 42 3 mln euro,0
ixonos estimates that it will hire 20 specialists in mechanical engineering electronics design and r d for its new unit in jyvaeskylae by the end of 2009,1
ixonos will finance the acquisition through a 3 8 mln euro 5 2 mln loan,0
j m financial consolidated profit down 15 per cent,-1
j p chalasani joins punj lloyd as group ceo,0
j k bank q1 profit rises 35 per cent to rs 246 crore,1
j k bank a good buy at current levels pankaj pandey icicidirect,1
